Source,Target
figure,"Arts of Africa, Oceania, and the Americas"
incense burner,Islamic Art
painting,Asian Art
shoes,Islamic Art
statuette of a youth,Greek and Roman Art
ax head,Egyptian Art
sutra cover,Asian Art
bowl,Asian Art
print,Drawings and Prints
poster,Drawings and Prints
print,Drawings and Prints
textile fragment,Islamic Art
evening purse,Costume Institute
print,Drawings and Prints
punch glass,The American Wing
print,Drawings and Prints
evening coat,Costume Institute
textile fragment,Islamic Art
drawing,Modern and Contemporary Art
candlestick,European Sculpture and Decorative Arts
tile,Islamic Art
print,Drawings and Prints
print,Drawings and Prints
autograph book,Musical Instruments
book,Drawings and Prints
drawing,Modern and Contemporary Art
bark painting,"Arts of Africa, Oceania, and the Americas"
book,Drawings and Prints
fragment,European Sculpture and Decorative Arts
raft zither,Musical Instruments
sample,European Sculpture and Decorative Arts
barbute in th century style,Arms and Armor
relief,Egyptian Art
vest,The American Wing
harness fitting,Asian Art
vase,European Sculpture and Decorative Arts
print,Drawings and Prints
photograph,Photographs
amphora,Greek and Roman Art
shoes,Costume Institute
evening boots,Costume Institute
amulet,Egyptian Art
ceremonial arrowhead (<i>yanone</i>),Arms and Armor
knife handle (kozuka),Arms and Armor
shoes,Costume Institute
print,Drawings and Prints
print,Drawings and Prints
plaque,European Sculpture and Decorative Arts
print,Drawings and Prints
tile,Egyptian Art
print,Drawings and Prints
antefix,Greek and Roman Art
salver,European Sculpture and Decorative Arts
drawing,Modern and Contemporary Art
photograph,Photographs
bowl fragment,Greek and Roman Art
side chair,The American Wing
print,Drawings and Prints
ojime,Asian Art
print,Drawings and Prints
bell,Musical Instruments
print,Drawings and Prints
drawing,Drawings and Prints
book,Drawings and Prints
fragment,Medieval Art
print,Drawings and Prints
fan mounted as an album leaf,Asian Art
drawing,Modern and Contemporary Art
drawing,Drawings and Prints
drawing,Drawings and Prints
ribbon,European Sculpture and Decorative Arts
candelabrum,The American Wing
book,Drawings and Prints
textile fragment,Islamic Art
jar,Asian Art
drawing,Drawings and Prints
bowl,Medieval Art
earring,Egyptian Art
print,Drawings and Prints
negative,Photographs
relief fragment with torso of a man,Greek and Roman Art
portfolio prints ornament & architecture,Drawings and Prints
boxing,Drawings and Prints
print,Drawings and Prints
papyrus,Egyptian Art
print,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
bell,Musical Instruments
brooch,Modern and Contemporary Art
halberd,Arms and Armor
cut paper,Drawings and Prints
fountain fragment with lion's head,Greek and Roman Art
flask,The American Wing
side chair,European Sculpture and Decorative Arts
crèche figure,European Sculpture and Decorative Arts
print ornament & architecture,Drawings and Prints
perfume burner,European Sculpture and Decorative Arts
dress,Costume Institute
print,Drawings and Prints
amulet,Egyptian Art
print,Drawings and Prints
print,Drawings and Prints
print,Asian Art
kylix fragment,Greek and Roman Art
print,Drawings and Prints
drawing,Drawings and Prints
ornament & architecture,Drawings and Prints
print,Drawings and Prints
ensemble,Costume Institute
textile,Islamic Art
evening coat,Costume Institute
folding fan mounted as an album leaf,Asian Art
textile panel,The American Wing
print,Drawings and Prints
ear ornaments,"Arts of Africa, Oceania, and the Americas"
figure,Asian Art
snuffbox,Robert Lehman Collection
print,Drawings and Prints
print,Drawings and Prints
tool,Egyptian Art
bed jacket,Costume Institute
fichu,Costume Institute
arrowhead (<i>yanone</i>),Arms and Armor
evening dress,Costume Institute
print,Drawings and Prints
fragment,European Sculpture and Decorative Arts
fragment,Greek and Roman Art
belt,Costume Institute
print baseball card,Drawings and Prints
ornament,"Arts of Africa, Oceania, and the Americas"
photograph,Drawings and Prints
print,Drawings and Prints
textile fragment,Islamic Art
sampler,The American Wing
print,Drawings and Prints
print,Drawings and Prints
photograph,Photographs
print,Drawings and Prints
print,Drawings and Prints
piece,European Sculpture and Decorative Arts
kylix fragment,Greek and Roman Art
print,Drawings and Prints
ephemera,Drawings and Prints
jeans,Costume Institute
photograph,Photographs
photograph,Photographs
lekanis,Greek and Roman Art
spout,Ancient Near Eastern Art
armorial medallion,European Sculpture and Decorative Arts
drawing,Drawings and Prints
print,Drawings and Prints
print ornament & architecture,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
fragment,Islamic Art
box,Asian Art
wallpaper,The American Wing
print,Drawings and Prints
photograph,Drawings and Prints
photograph,Photographs
print,Drawings and Prints
transparency,Photographs
print,Drawings and Prints
ephemera,Drawings and Prints
kylix fragment,Greek and Roman Art
tea caddy,European Sculpture and Decorative Arts
dish,Asian Art
print,Drawings and Prints
inkwell,Islamic Art
print,Drawings and Prints
print,Drawings and Prints
netsuke,Asian Art
kylix fragment,Greek and Roman Art
negative,Photographs
tumbler,The American Wing
box,Asian Art
pin,Costume Institute
print,Drawings and Prints
drawing,Drawings and Prints
print,Drawings and Prints
oinochoe fragment,Greek and Roman Art
volute-krater,Greek and Roman Art
rhyton fragment,Greek and Roman Art
print,Drawings and Prints
portions of an armor,Arms and Armor
vase fragment,Greek and Roman Art
cup,Asian Art
photograph,Drawings and Prints
carpet,Islamic Art
beads,Greek and Roman Art
bonnet,Costume Institute
bowl,Islamic Art
bib,Costume Institute
weight,Ancient Near Eastern Art
tenor recorder in c sharp,Musical Instruments
print,Drawings and Prints
chair,European Sculpture and Decorative Arts
drawing,Modern and Contemporary Art
armor,Ancient Near Eastern Art
inlay,Egyptian Art
fob,Costume Institute
drawing,Drawings and Prints
pendant,Greek and Roman Art
amulet,Egyptian Art
cosmetic flask,Greek and Roman Art
ring,Egyptian Art
watch cock,European Sculpture and Decorative Arts
print ornament & architecture,Drawings and Prints
print,Drawings and Prints
print,Asian Art
drawing ornament & architecture,Drawings and Prints
easy chair,The American Wing
print,Drawings and Prints
plate,The American Wing
oboe d'amore in a,Musical Instruments
pot,The American Wing
book,Drawings and Prints
photograph,Drawings and Prints
relief fragment,Asian Art
drawing,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
plate,Modern and Contemporary Art
container,Modern and Contemporary Art
print,Drawings and Prints
muslin,Costume Institute
autochrome,Photographs
prism,Greek and Roman Art
bit,Arms and Armor
book prints ornaments & architecture,Drawings and Prints
baseball card,Drawings and Prints
book,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
evening coat,Costume Institute
textile sample,Modern and Contemporary Art
drawing,Drawings and Prints
painting,The American Wing
sword guard (tsuba),Arms and Armor
print,Drawings and Prints
print,Drawings and Prints
plaque,The American Wing
collar,Costume Institute
undersleeves,Costume Institute
dish,Asian Art
drawing,Drawings and Prints
drawing,Modern and Contemporary Art
prints collection ornament & architecture,Drawings and Prints
hatchet,Asian Art
handle of a bowl,Greek and Roman Art
print,Drawings and Prints
head of a woman,Greek and Roman Art
drawing,Drawings and Prints
print,Drawings and Prints
fireback,European Sculpture and Decorative Arts
print,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
intaglio,Greek and Roman Art
photograph,Photographs
print,Drawings and Prints
print ornament & architecture,Drawings and Prints
bowl,Greek and Roman Art
rice dish,European Sculpture and Decorative Arts
cup with cover,Asian Art
print,Drawings and Prints
canopic jar,Egyptian Art
pendant,Egyptian Art
inrō,Asian Art
print,Drawings and Prints
jar label,Egyptian Art
statuette,Medieval Art
probe,Arms and Armor
print,Drawings and Prints
amulet,Egyptian Art
baseball card,Drawings and Prints
sconces,European Sculpture and Decorative Arts
print,Drawings and Prints
bark painting,"Arts of Africa, Oceania, and the Americas"
print,Drawings and Prints
print,Drawings and Prints
cover,Islamic Art
print,Drawings and Prints
drawing,Drawings and Prints
chessmen,European Sculpture and Decorative Arts
print,Drawings and Prints
earring,Asian Art
desk screen,Asian Art
wine warmer,Asian Art
ostrakon,Medieval Art
print,Drawings and Prints
textile fragment,Islamic Art
fragment,European Sculpture and Decorative Arts
tray,European Sculpture and Decorative Arts
vase,Egyptian Art
bow tie,Costume Institute
carpet,Islamic Art
kylix fragment,Greek and Roman Art
finial,European Sculpture and Decorative Arts
textile,Ancient Near Eastern Art
desk,The American Wing
sarcophagus fragment,Egyptian Art
sword guard (tsuba),Arms and Armor
baseball,Drawings and Prints
photograph,Photographs
side chair,The American Wing
drawing,Drawings and Prints
ornament & architecture,Drawings and Prints
fragment,Islamic Art
print,Drawings and Prints
hat,Costume Institute
hat,Costume Institute
book prints ornament & architecture,Drawings and Prints
print,Drawings and Prints
hanging scroll,Asian Art
medal,European Sculpture and Decorative Arts
ensemble,Costume Institute
print ornament & architecture,Drawings and Prints
print,Drawings and Prints
photograph,Photographs
piece,Asian Art
perfume bottle,Greek and Roman Art
print,Drawings and Prints
archer's bracer,Arms and Armor
print,Drawings and Prints
print,Asian Art
evening suit,Costume Institute
handkerchief,European Sculpture and Decorative Arts
kylix fragment,Greek and Roman Art
print,Drawings and Prints
print,Drawings and Prints
poster,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
fragment,Medieval Art
print,Drawings and Prints
cone,Egyptian Art
print,Drawings and Prints
painting,Modern and Contemporary Art
prints collection ornament & architecture,Drawings and Prints
cuneiform tablet,Ancient Near Eastern Art
dress,Costume Institute
negative,Photographs
evening shoes,Costume Institute
photograph,Drawings and Prints
print,Drawings and Prints
album,Drawings and Prints
jar label,Egyptian Art
sample,European Sculpture and Decorative Arts
medallion,The American Wing
print,Drawings and Prints
menat,Egyptian Art
painting,European Paintings
print,Drawings and Prints
hanging scroll,Asian Art
print,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
negative,Photographs
print,Drawings and Prints
print,Drawings and Prints
lamp,Medieval Art
sofa,European Sculpture and Decorative Arts
pen knife,European Sculpture and Decorative Arts
cup and saucer,European Sculpture and Decorative Arts
undersleeves,Costume Institute
bowl,Modern and Contemporary Art
medallion,European Sculpture and Decorative Arts
armlet,Medieval Art
print,Drawings and Prints
piece from a summer kosode (katabira),Asian Art
coin,Islamic Art
bowl,Islamic Art
sugar caster,The American Wing
medallion,European Sculpture and Decorative Arts
statuette of a horse,Greek and Roman Art
cup,Asian Art
print,Drawings and Prints
dress,Costume Institute
print,Drawings and Prints
print,Drawings and Prints
woodblock print,Asian Art
side chair,European Sculpture and Decorative Arts
jug,Greek and Roman Art
mantle,"Arts of Africa, Oceania, and the Americas"
wedding ensemble,Costume Institute
cuneiform tablet,Ancient Near Eastern Art
piece,Asian Art
shoulder band fragment,Islamic Art
print,Drawings and Prints
boots,Costume Institute
photograph,Drawings and Prints
tray,Asian Art
kylix fragment,Greek and Roman Art
print,Drawings and Prints
vase,European Sculpture and Decorative Arts
jug,Egyptian Art
print,Drawings and Prints
photograph,Drawings and Prints
throw stick,Egyptian Art
coin,Ancient Near Eastern Art
coat,Costume Institute
picture,European Sculpture and Decorative Arts
boa,Costume Institute
group,Asian Art
wagon,Ancient Near Eastern Art
photograph,Photographs
whistle,Musical Instruments
print,Drawings and Prints
drawing,The American Wing
piece,European Sculpture and Decorative Arts
drawing,Modern and Contemporary Art
drawing,Drawings and Prints
dress,Costume Institute
baseball card,Drawings and Prints
drawing,Drawings and Prints
ornament & architecture,Drawings and Prints
photograph,Photographs
sealing fragment,Egyptian Art
print,Drawings and Prints
decorative paper,Drawings and Prints
sword pommel,Asian Art
baseball card,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
saucer,The American Wing
arrowhead (<i>yanone</i>),Arms and Armor
fragments,Islamic Art
mugshot,Photographs
stem cup,Asian Art
portable gothic harp,Musical Instruments
jindai rappa,Musical Instruments
print,Drawings and Prints
photograph,Drawings and Prints
texile fragment,Islamic Art
drawing ornament & architecture,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
plaque,Egyptian Art
panels of a frieze,European Paintings
cream pitcher,The American Wing
stamp seal,Ancient Near Eastern Art
